Match_ID,Round,Status,URL
waratahs-jaguares-allianz-stadium-25052019,15,Min,https://www.rugbypass.com/live/super-rugby/waratahs-vs-jaguares-at-allianz-stadium-on-25052019/2019/stats/
stormers-highlanders-newlands-25052019,15,Min,https://www.rugbypass.com/live/super-rugby/stormers-vs-highlanders-at-newlands-on-25052019/2019/stats/
sharks-lions-kings-park-stadium-25052019,15,Min,https://www.rugbypass.com/live/super-rugby/sharks-vs-lions-at-kings-park-stadium-on-25052019/2019/stats/
blues-bulls-eden-park-31052019,16,Min,https://www.rugbypass.com/live/super-rugby/blues-vs-bulls-at-eden-park-on-31052019/2019/stats/
rebels-waratahs-aami-park-31052019,16,Min,https://www.rugbypass.com/live/super-rugby/rebels-vs-waratahs-at-aami-park-on-31052019/2019/stats/
sunwolves-brumbies-chichibunomiya-rugby-stadium-01062019,16,Min,https://www.rugbypass.com/live/super-rugby/sunwolves-vs-brumbies-at-chichibunomiya-rugby-stadium-on-01062019/2019/stats/
chiefs-crusaders-anz-stadium-01062019,16,Min,https://www.rugbypass.com/live/super-rugby/chiefs-vs-crusaders-at-anz-stadium-on-01062019/2019/stats/
reds-jaguares-suncorp-stadium-01062019,16,Min,https://www.rugbypass.com/live/super-rugby/reds-vs-jaguares-at-suncorp-stadium-on-01062019/2019/stats/
sharks-hurricanes-kings-park-stadium-01062019,16,Min,https://www.rugbypass.com/live/super-rugby/sharks-vs-hurricanes-at-kings-park-stadium-on-01062019/2019/stats/
lions-stormers-emirates-airline-park-01062019,16,Min,https://www.rugbypass.com/live/super-rugby/lions-vs-stormers-at-emirates-airline-park-on-01062019/2019/stats/
highlanders-bulls-forsyth-barr-stadium-07062019,17,No Stats,https://www.rugbypass.com/live/super-rugby/highlanders-vs-bulls-at-forsyth-barr-stadium-on-07062019/2019/stats/
reds-blues-suncorp-stadium-07062019,17,Min,https://www.rugbypass.com/live/super-rugby/reds-vs-blues-at-suncorp-stadium-on-07062019/2019/stats/
crusaders-rebels-ami-stadium-08062019,17,Min,https://www.rugbypass.com/live/super-rugby/crusaders-vs-rebels-at-ami-stadium-on-08062019/2019/stats/
waratahs-brumbies-allianz-stadium-08062019,17,Min,https://www.rugbypass.com/live/super-rugby/waratahs-vs-brumbies-at-allianz-stadium-on-08062019/2019/stats/
lions-hurricanes-emirates-airline-park-08062019,17,Min,https://www.rugbypass.com/live/super-rugby/lions-vs-hurricanes-at-emirates-airline-park-on-08062019/2019/stats/
stormers-sunwolves-newlands-08062019,17,Min,https://www.rugbypass.com/live/super-rugby/stormers-vs-sunwolves-at-newlands-on-08062019/2019/stats/
jaguares-sharks-estadio-jose-amalfitani-08062019,17,Min,https://www.rugbypass.com/live/super-rugby/jaguares-vs-sharks-at-estadio-jose-amalfitani-on-08062019/2019/stats/
highlanders-waratahs-forsyth-barr-stadium-14062019,18,Min,https://www.rugbypass.com/live/super-rugby/highlanders-vs-waratahs-at-forsyth-barr-stadium-on-14062019/2019/stats/
rebels-chiefs-aami-park-14062019,18,Min,https://www.rugbypass.com/live/super-rugby/rebels-vs-chiefs-at-aami-park-on-14062019/2019/stats/
jaguares-sunwolves-estadio-jose-amalfitani-15062019,18,Min,https://www.rugbypass.com/live/super-rugby/jaguares-vs-sunwolves-at-estadio-jose-amalfitani-on-15062019/2019/stats/
hurricanes-blues-westpac-stadium-15062019,18,Min,https://www.rugbypass.com/live/super-rugby/hurricanes-vs-blues-at-westpac-stadium-on-15062019/2019/stats/
brumbies-reds-gio-stadium-15062019,18,Min,https://www.rugbypass.com/live/super-rugby/brumbies-vs-reds-at-gio-stadium-on-15062019/2019/stats/
