Number,Player,Tries,Carries Metres,Runs,Defenders Beaten,Clean Breaks,Passes,Offload,Turnovers Conceded,Try Assist,Points,Tackles,Missed Tackles,Turnover Won,Kicks From Hand,Conversion Goals,Penalty Goals,Drop Goals Converted,Lineout Throw Won Clean,Lineouts Won,Lineout Won Steal,Penalties Conceded,Red Cards,Yellow Cards,Team,Venue,Match_ID
11,Tom Wright,1,106,7,5,2,3,1,1,0,5,2,0,1,0,0,0,0,0,,0,0,0,0,BRU,Home,brumbies-reds-gio-stadium-15062019
12,Irae Simone,0,3,1,0,0,12,0,2,0,0,8,3,0,0,0,0,0,0,,0,0,0,0,BRU,Home,brumbies-reds-gio-stadium-15062019
13,Tevita Kuridrani,0,16,3,0,0,2,0,1,0,0,10,0,0,1,0,0,0,0,,0,0,0,0,BRU,Home,brumbies-reds-gio-stadium-15062019
14,Andy Muirhead,1,24,6,2,1,1,1,0,0,5,3,0,2,0,0,0,0,0,,0,2,0,0,BRU,Home,brumbies-reds-gio-stadium-15062019
15,Thomas Banks,0,48,11,2,0,4,2,0,0,0,2,1,0,6,0,0,0,0,,0,0,0,0,BRU,Home,brumbies-reds-gio-stadium-15062019
16,Connal McInerney,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,0,0,0,0,BRU,Home,brumbies-reds-gio-stadium-15062019
17,James Slipper,0,10,3,0,0,1,0,2,0,0,6,0,1,0,0,0,0,0,,1,1,0,0,BRU,Home,brumbies-reds-gio-stadium-15062019
18,Leslie Leulua'iali'i-Makin,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,,0,0,0,0,BRU,Home,brumbies-reds-gio-stadium-15062019
19,Murray Douglas,1,5,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,2,,0,0,0,0,BRU,Home,brumbies-reds-gio-stadium-15062019
20,Peter Samu,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,,0,1,0,0,BRU,Home,brumbies-reds-gio-stadium-15062019
21,Ryan Lonergan,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,BRU,Home,brumbies-reds-gio-stadium-15062019
22,Jordan Jackson-Hope,0,9,3,0,0,3,0,0,0,2,2,1,1,4,1,0,0,0,,0,0,0,0,BRU,Home,brumbies-reds-gio-stadium-15062019
23,Len Ikitau,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,BRU,Home,brumbies-reds-gio-stadium-15062019
1,Jean-Pierre Smith,0,2,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,0,1,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
2,Alex Mafi,0,6,3,0,0,5,0,1,0,0,8,2,0,0,0,0,0,0,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
3,Taniela Tupou,0,14,6,0,1,1,0,0,0,0,5,0,0,1,0,0,0,0,,0,2,0,1,RED,Away,brumbies-reds-gio-stadium-15062019
4,Izack Rodda,0,6,5,0,0,1,0,1,0,0,5,0,0,0,0,0,0,5,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
5,Harry Hockings,0,2,4,0,0,1,0,2,0,0,8,1,0,0,0,0,0,7,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
6,Lukhan Salakaia-Loto,0,6,2,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
7,Liam Wright,1,15,5,1,0,5,0,0,0,5,9,2,2,0,0,0,0,0,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
8,Angus Scott-Young,0,8,6,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
9,Scott Malolua,0,7,3,0,0,50,0,2,1,0,3,1,0,4,0,0,0,0,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
10,Matt McGahan,0,52,4,0,0,14,0,2,0,3,4,0,1,4,0,0,1,0,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
11,Filipo Daugunu,0,12,2,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
12,Samu Kerevi,0,46,13,1,1,5,0,0,0,0,6,3,0,2,0,0,0,0,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
13,Chris Feauai-Sautia,0,5,5,0,0,2,1,1,0,0,2,1,0,0,0,0,0,0,,0,1,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
14,Jock Campbell,0,65,8,3,2,1,0,1,1,0,5,2,0,1,0,0,0,0,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
15,Bryce Hegarty,1,39,8,1,1,2,0,2,0,14,5,0,0,10,3,1,0,0,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
16,Brandon Paenga-Amosa,0,9,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
17,Ruan Smith,0,10,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
18,Gavin Luka,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
19,Caleb Timu,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
20,Scott Higginbotham,0,18,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,,0,1,0,1,RED,Away,brumbies-reds-gio-stadium-15062019
21,Moses Sorovi,0,5,1,0,0,23,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
22,Duncan Paia'aua,1,43,5,0,0,0,0,1,0,5,3,0,0,1,0,0,0,0,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
23,Sefanaia Naivalu,0,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,RED,Away,brumbies-reds-gio-stadium-15062019
1,Steven Kitshoff,0,8,7,0,0,8,0,0,0,0,8,1,2,0,0,0,0,2,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
2,Mbongeni Mbonambi,0,10,5,0,0,2,0,2,0,0,10,2,1,0,0,0,0,0,,0,1,0,1,STO,Home,stormers-sharks-newlands-15062019
3,Frans Malherbe,0,7,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
4,Cobus Wiese,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
5,Chris Van Zyl,0,6,4,0,0,3,0,0,0,0,13,0,0,0,0,0,0,2,,0,1,0,0,STO,Home,stormers-sharks-newlands-15062019
6,Ernst Van Rhyn,0,6,4,0,0,1,0,1,0,0,20,1,0,0,0,0,0,0,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
7,Johan Du Toit,0,14,10,0,0,4,1,1,0,0,22,1,1,0,0,0,0,3,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
8,Jaco Coetzee,0,15,5,0,0,2,0,1,0,0,7,1,0,0,0,0,0,0,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
9,Jano Vermaak,0,3,1,0,0,70,0,0,0,0,6,0,0,2,0,0,0,0,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
10,Joshua Stander,0,8,4,0,0,18,0,1,0,6,2,1,0,5,0,2,0,0,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
11,Edwill Van Der Merwe,0,12,5,1,0,0,0,2,0,0,7,2,0,0,0,0,0,0,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
12,Damian de Allende,0,33,8,5,1,14,1,1,0,0,9,1,0,5,0,0,0,0,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
13,JJ Engelbrecht,0,7,3,1,0,2,1,2,0,0,3,2,0,0,0,0,0,0,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
14,Seabelo Senatla,0,53,5,0,1,3,0,3,0,0,7,2,0,0,0,0,0,0,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
15,Dillyn Leyds,0,47,12,2,1,6,1,1,0,0,3,1,0,1,0,0,0,0,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
16,Siyabonga Ntubeni,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
17,Corne Fourie,0,6,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
18,Wilco Louw,0,3,2,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
19,David Meihuizen,0,10,7,0,0,1,0,0,0,0,10,1,1,0,0,0,0,4,,1,1,0,0,STO,Home,stormers-sharks-newlands-15062019
20,Chris Massyn,0,21,8,0,0,2,0,0,0,0,14,2,0,0,0,0,0,0,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
21,Justin Phillips,0,4,2,0,0,13,2,0,0,0,2,1,1,1,0,0,0,0,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
22,Jean-Luc du Plessis,0,0,0,0,0,7,0,1,0,3,4,1,0,9,0,1,0,0,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
23,Dan Kriel,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,STO,Home,stormers-sharks-newlands-15062019
1,Mzamo Majola,0,27,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,SHA,Away,stormers-sharks-newlands-15062019
1,Tendai Mtawarira,0,29,6,0,0,5,1,1,0,0,12,0,1,0,0,0,0,0,,0,0,0,0,SHA,Away,stormers-sharks-newlands-15062019
2,Kerron van Vuuren,0,50,9,1,0,2,0,1,0,0,12,0,1,0,0,0,0,0,,0,1,0,0,SHA,Away,stormers-sharks-newlands-15062019
3,Coenie Oosthuizen,0,20,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,,0,1,0,0,SHA,Away,stormers-sharks-newlands-15062019
4,Ruben Van Heerden,0,61,13,0,0,3,0,0,0,0,8,0,0,0,0,0,0,3,,0,0,0,0,SHA,Away,stormers-sharks-newlands-15062019
5,Hyron Andrews,0,26,5,0,1,2,0,3,0,0,14,1,3,0,0,0,0,2,,1,0,0,0,SHA,Away,stormers-sharks-newlands-15062019
6,Jacques Vermeulen,0,46,9,1,1,2,0,1,0,0,7,2,1,0,0,0,0,1,,0,0,0,0,SHA,Away,stormers-sharks-newlands-15062019
7,Tyler Paul,0,59,9,1,1,5,2,0,0,0,12,0,1,0,0,0,0,2,,0,1,0,0,SHA,Away,stormers-sharks-newlands-15062019
8,Daniel Du Preez,0,57,13,2,0,5,1,2,0,0,7,1,0,0,0,0,0,0,,0,1,0,0,SHA,Away,stormers-sharks-newlands-15062019
9,Louis Schreuder,0,0,0,0,0,74,0,0,0,0,7,0,0,6,0,0,0,0,,0,0,0,0,SHA,Away,stormers-sharks-newlands-15062019
10,Robert du Preez,0,51,8,5,2,29,3,2,0,2,8,0,1,9,1,0,0,1,,0,0,0,0,SHA,Away,stormers-sharks-newlands-15062019
11,Makazole Mapimpi,0,13,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,SHA,Away,stormers-sharks-newlands-15062019
12,Andre Esterhuizen,0,39,6,3,0,11,0,1,0,0,10,3,1,0,0,0,0,0,,0,1,0,0,SHA,Away,stormers-sharks-newlands-15062019
13,Lukhanyo Am,1,79,11,2,2,5,1,0,0,5,7,4,2,1,0,0,0,0,,0,1,0,0,SHA,Away,stormers-sharks-newlands-15062019
14,Sibusiso Nkosi,0,78,12,1,0,3,1,2,0,0,7,3,0,2,0,0,0,0,,0,2,0,0,SHA,Away,stormers-sharks-newlands-15062019
15,Aphelele Fassi,0,33,5,1,0,3,1,1,0,0,6,1,1,1,0,0,0,1,,0,1,0,0,SHA,Away,stormers-sharks-newlands-15062019
18,Thomas Du Toit,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,SHA,Away,stormers-sharks-newlands-15062019
20,Luke Stringer,0,16,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,SHA,Away,stormers-sharks-newlands-15062019
21,Cameron Wright,0,20,2,0,0,26,0,1,0,0,2,1,0,0,0,0,0,0,,0,0,0,0,SHA,Away,stormers-sharks-newlands-15062019
22,Jeremy Ward,0,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,SHA,Away,stormers-sharks-newlands-15062019
23,Rhyno Smith,1,129,8,2,1,7,2,3,1,5,0,0,2,8,0,0,0,0,,0,0,0,0,SHA,Away,stormers-sharks-newlands-15062019
1,Lizo Gqoboka,1,8,4,0,0,3,0,0,0,5,5,0,0,0,0,0,0,0,,0,0,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
2,Jaco Visagie,0,0,0,0,0,3,0,0,0,0,4,2,1,0,0,0,0,0,,0,0,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
3,Trevor Nyakane,0,7,4,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,,0,0,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
4,Jannes Kirsten,0,13,4,0,0,0,0,1,0,0,11,1,0,0,0,0,0,4,,0,2,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
5,RG Snyman,0,15,6,0,0,9,4,1,0,0,8,1,2,0,0,0,0,1,,2,2,0,1,BUL,Home,bulls-lions-loftus-versfeld-15062019
6,Marco Van Staden,1,54,14,0,2,1,0,2,0,5,10,0,3,0,0,0,0,0,,0,4,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
7,Hanro Liebenberg,1,8,5,0,0,0,0,0,0,5,3,0,1,0,0,0,0,1,,0,0,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
8,Duane Vermeulen,0,4,3,0,0,3,0,1,0,0,13,0,1,0,0,0,0,0,,0,0,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
9,Andre Riaan Warner,0,6,2,0,0,37,0,0,0,0,1,2,0,6,0,0,0,0,,0,0,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
10,Handre Pollard,1,16,5,0,0,15,1,1,2,18,2,1,0,6,5,1,0,0,,0,0,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
11,Rosco Specman,0,31,4,2,1,4,1,1,1,0,1,2,1,0,0,0,0,1,,0,0,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
12,Burger Odendaal,1,21,4,0,1,2,0,0,0,5,3,2,0,1,0,0,0,0,,0,2,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
13,John Ben Kotze,0,38,7,5,2,2,0,2,0,0,8,0,0,0,0,0,0,0,,0,1,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
14,Cornal Hendricks,1,43,4,7,2,1,1,0,0,5,7,2,0,0,0,0,0,0,,0,0,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
15,Warrick Gelant,0,122,10,2,0,11,3,1,0,0,1,0,0,2,0,0,0,0,,0,0,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
16,Johan Grobbelaar,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
17,Simphiwe Matanzima,0,6,3,0,0,1,0,2,0,0,4,0,1,0,0,0,0,0,,0,1,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
18,Wiehahn Herbst,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
19,Eli Snyman,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
20,Ruan Steenkamp,0,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
21,Ivan Van Zyl,0,1,1,0,0,16,0,0,0,0,0,1,0,2,0,0,0,0,,0,0,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
22,Manie Libbok,1,26,3,1,1,1,0,0,0,5,1,0,0,0,0,0,0,0,,0,0,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
23,Divan Rossouw,0,21,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,BUL,Home,bulls-lions-loftus-versfeld-15062019
1,Dylan Smith,0,10,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,,0,0,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
2,Malcolm Marx,0,50,9,1,0,5,2,4,0,0,6,0,4,0,0,0,0,0,,0,2,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
3,Carlu Sadie,0,20,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,,0,0,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
4,Rhyno Herbst,0,56,12,0,0,6,0,3,0,0,13,2,0,0,0,0,0,3,,0,1,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
5,Marvin Orie,0,33,6,0,0,3,1,1,0,0,2,1,1,0,0,0,0,5,,1,1,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
6,Cyle Brink,1,20,3,0,1,0,0,1,0,5,4,1,0,0,0,0,0,0,,0,0,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
7,Vincent Tshituka,0,56,9,0,1,0,0,0,0,0,9,2,0,0,0,0,0,0,,0,0,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
8,Hacjivah Dayimani,1,27,2,1,1,4,1,0,0,5,5,0,1,0,0,0,0,1,,0,2,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
9,Ross Cronje,0,12,2,2,1,62,0,1,0,0,3,1,0,1,0,0,0,0,,0,0,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
10,Shaun Reynolds,0,23,4,0,0,13,0,0,0,0,4,0,0,4,0,0,0,0,,0,1,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
11,Aphiwe Dyantyi,0,31,5,4,1,3,1,1,1,0,2,2,0,2,0,0,0,0,,0,0,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
12,Elton Jantjies,0,19,3,1,0,21,0,1,0,14,7,1,0,4,1,4,0,0,,0,1,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
13,Lionel Mapoe,0,32,4,1,1,3,1,0,0,0,6,4,1,0,0,0,0,0,,0,0,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
14,Tyrone Green,0,65,9,1,2,2,1,0,0,0,6,4,0,1,0,0,0,0,,0,0,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
15,Andries Coetzee,0,64,11,2,0,8,1,0,0,3,3,2,0,5,0,0,1,0,,0,0,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
16,Jan-Henning Campher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
17,Nathan McBeth,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
18,Johannes Jonker,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
19,Reinhard Nothnagel,0,5,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
20,Marnus Schoeman,0,16,4,0,0,2,0,1,0,0,5,1,1,1,0,0,0,0,,0,0,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
21,Dillon Smit,0,11,2,1,0,20,0,2,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
22,Wandisile Simelane,0,30,4,1,0,4,2,0,0,0,4,1,0,0,0,0,0,0,,0,0,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
23,Courtnall Skosan,0,35,6,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,,0,0,0,0,LIO,Away,bulls-lions-loftus-versfeld-15062019
1,Joe Moody,0,3,5,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,,0,0,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
2,Codie Taylor,0,2,2,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,,0,0,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
3,Owen Franks,0,1,3,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,,0,0,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
4,Scott Barrett,0,12,6,2,0,2,0,0,0,0,8,0,0,1,0,0,0,2,,0,1,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
5,Sam Whitelock,0,4,4,0,0,3,2,0,0,0,6,0,0,0,0,0,0,3,,0,1,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
6,Whetukamokamo Douglas,1,11,5,1,0,2,0,0,1,5,9,0,1,0,0,0,0,1,,0,1,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
7,Matt Todd,0,23,9,0,2,9,3,1,0,0,9,0,4,0,0,0,0,1,,0,2,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
8,Kieran Read,0,15,7,0,1,7,1,2,0,0,3,2,1,0,0,0,0,4,,1,0,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
9,Bryn Hall,0,3,2,0,0,41,0,1,0,0,3,1,0,2,0,0,0,0,,0,0,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
10,Richie Mo'unga,2,54,8,4,1,19,1,1,1,23,4,2,1,6,5,1,0,0,,0,1,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
11,George Bridge,0,31,8,0,0,1,1,1,1,0,6,0,0,3,0,0,0,0,,0,0,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
12,Ryan Crotty,0,14,6,0,0,8,1,4,0,0,5,0,1,1,0,0,0,0,,0,0,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
13,Jack Goodhue,0,26,7,2,1,3,0,0,0,0,8,3,0,0,0,0,0,0,,0,0,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
14,Sevu Reece,0,8,2,0,1,2,1,0,0,0,4,2,1,2,0,0,0,0,,0,0,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
15,David Kaetau Havili,1,24,6,4,2,9,1,0,0,5,5,0,1,6,0,0,0,0,,0,1,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
16,Andrew Makalio,0,9,4,0,0,5,0,1,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
17,George Bower,0,1,1,0,0,1,0,2,0,0,3,1,0,0,0,0,0,0,,0,0,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
17,Tim Perry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
18,Michael Alaalatoa,1,7,4,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,,0,0,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
19,Luke Romano,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,0,0,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
20,Jordan Taufua,0,5,4,0,0,1,0,1,0,0,2,1,0,0,0,0,0,1,,0,0,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
21,Mitchell Drummond,0,3,1,1,0,28,1,0,0,0,0,1,0,2,0,0,0,0,,0,0,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
22,Mitchell Hunt,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
23,Braydon Ennor,0,9,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,CRU,Home,crusaders-highlanders-ami-stadium-21062019
1,Dan Lienert-Brown,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,,0,1,0,0,HIG,Away,crusaders-highlanders-ami-stadium-21062019
2,Liam Coltman,0,20,8,0,0,0,0,4,0,0,10,2,2,0,0,0,0,0,,0,0,0,0,HIG,Away,crusaders-highlanders-ami-stadium-21062019
3,Tyrel Lomax,0,5,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,,0,2,0,0,HIG,Away,crusaders-highlanders-ami-stadium-21062019
4,Jackson Hemopo,0,16,6,0,0,3,1,1,0,0,7,1,1,0,0,0,0,2,,0,1,0,0,HIG,Away,crusaders-highlanders-ami-stadium-21062019
5,Thomas Franklin,0,21,7,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,,0,1,0,0,HIG,Away,crusaders-highlanders-ami-stadium-21062019
6,Liam Squire,0,12,3,1,0,1,0,1,0,0,7,1,0,0,0,0,0,1,,0,2,0,1,HIG,Away,crusaders-highlanders-ami-stadium-21062019
7,James Lentjes,0,6,2,0,0,2,0,0,0,0,9,1,0,0,0,0,0,0,,0,0,0,0,HIG,Away,crusaders-highlanders-ami-stadium-21062019
8,Luke Whitelock,0,24,7,1,0,2,0,1,0,0,7,0,1,0,0,0,0,2,,0,0,0,0,HIG,Away,crusaders-highlanders-ami-stadium-21062019
9,Aaron Smith,0,6,2,3,0,46,0,2,0,0,6,1,0,6,0,0,0,1,,0,0,0,0,HIG,Away,crusaders-highlanders-ami-stadium-21062019
10,Josh Ioane,0,35,5,2,1,9,0,0,0,4,3,1,0,4,2,0,0,0,,0,1,0,0,HIG,Away,crusaders-highlanders-ami-stadium-21062019
11,Patelesio Tomkinson,1,9,3,0,0,2,1,0,0,5,1,1,0,2,0,0,0,0,,0,0,0,0,HIG,Away,crusaders-highlanders-ami-stadium-21062019
12,Teihorangi Walden,1,22,7,3,1,1,0,1,0,5,9,1,0,0,0,0,0,0,,0,0,0,0,HIG,Away,crusaders-highlanders-ami-stadium-21062019
13,Rob Thompson,0,18,9,4,1,6,3,1,1,0,3,0,0,1,0,0,0,0,,0,0,0,0,HIG,Away,crusaders-highlanders-ami-stadium-21062019
14,Waisake Naholo,0,21,5,2,1,1,0,0,0,0,1,2,0,1,0,0,0,0,,0,0,0,0,HIG,Away,crusaders-highlanders-ami-stadium-21062019
15,Ben Smith,0,6,2,0,0,4,0,0,0,0,3,1,0,3,0,0,0,0,,0,0,0,0,HIG,Away,crusaders-highlanders-ami-stadium-21062019
16,Ash Dixon,0,4,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,,0,0,0,0,HIG,Away,crusaders-highlanders-ami-stadium-21062019
17,Ayden Johnstone,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,,0,0,0,0,HIG,Away,crusaders-highlanders-ami-stadium-21062019
18,Siate Tokolahi,0,6,2,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,,0,0,0,0,HIG,Away,crusaders-highlanders-ami-stadium-21062019
