Number,Player,Tries,Carries Metres,Runs,Defenders Beaten,Clean Breaks,Passes,Offload,Turnovers Conceded,Try Assist,Points,Tackles,Missed Tackles,Turnover Won,Kicks From Hand,Conversion Goals,Penalty Goals,Drop Goals Converted,Lineout Throw Won Clean,Lineouts Won,Lineout Won Steal,Penalties Conceded,Red Cards,Yellow Cards,Team,Venue,Match_ID
1,Aidan Ross,0,8,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
2,Nathan Harris,0,8,3,0,1,4,0,1,1,0,8,3,0,0,0,0,0,6,8,0,0,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
3,Angus Taavao-Matau,1,4,5,0,1,1,0,0,0,5,4,1,0,0,0,0,0,0,0,0,1,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
4,Brodie Retallick,0,13,10,2,0,4,3,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
5,Michael Allardice,0,1,5,0,0,3,1,0,0,0,15,3,1,0,0,0,0,0,0,0,3,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
6,Mitchell Brown,0,5,6,0,0,4,0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
7,Lachlan Boshier,0,8,5,0,0,3,0,2,0,0,15,0,1,0,0,0,0,0,0,0,1,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
8,Tyler Ardron,1,12,7,2,1,3,0,1,0,5,11,2,0,0,0,0,0,0,0,0,0,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
9,Brad Weber,0,7,3,0,0,59,0,2,0,4,4,0,0,2,2,0,0,0,0,0,0,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
10,Orbyn Leger,0,17,8,1,0,11,1,2,1,0,7,1,0,4,0,0,0,1,1,0,0,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
11,Etene Nanai-Seturo,2,29,8,3,2,4,0,0,0,10,6,0,0,1,0,0,0,1,1,0,0,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
12,Anton Lienert-Brown,0,32,13,10,1,9,5,1,1,0,9,0,0,2,0,0,0,0,0,0,0,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
13,Tumua Manu,0,44,7,1,0,5,0,0,0,0,3,2,0,1,0,0,0,1,1,0,1,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
14,Bailyn Sullivan,0,63,9,1,2,3,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
15,Shaun Stevenson,0,34,10,4,1,8,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
16,Samisoni Taukei'aho,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
17,Tevita Mafileo,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
18,Nepo Laulala,0,1,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
19,Taleni Seu,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
20,Jesse Parete,0,0,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
21,Te Toiroa Tahuriorangi,0,0,0,0,0,13,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
22,Stephen Donald,0,9,1,0,0,1,0,2,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
23,Ataata Moeakiola,0,11,2,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,CHI,Home,chiefs-highlanders-fmg-stadium-waikato-15022019
1,Ayden Johnstone,0,2,3,0,0,1,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
2,Liam Coltman,0,7,5,0,1,1,0,0,0,0,10,2,0,0,0,0,0,9,11,0,0,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
3,Tyrel Lomax,0,28,2,1,2,3,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
4,Paripari Parkinson,1,1,2,0,0,0,0,2,0,5,8,0,1,0,0,0,0,0,0,1,0,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
5,Josh Dickson,0,27,4,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
6,Jackson Hemopo,0,11,5,0,0,1,0,1,0,0,11,4,1,0,0,0,0,0,0,0,1,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
7,James Lentjes,0,12,3,0,0,1,0,2,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
8,Luke Whitelock,0,9,13,0,0,8,2,1,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
9,Kayne Hammington,0,9,3,0,1,44,0,1,0,0,5,2,0,5,0,0,0,0,0,0,0,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
10,Josh Ioane,0,48,8,0,0,24,1,1,0,15,3,1,0,8,3,3,0,0,0,0,0,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
11,Tevita Li,0,73,6,4,2,6,0,2,0,0,6,0,0,2,0,0,0,0,0,0,1,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
12,Thomas Umaga-Jensen,0,47,10,6,1,4,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
13,Rob Thompson,0,16,9,2,0,8,1,1,0,0,7,2,0,1,0,0,0,0,0,0,1,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
14,Matt Faddes,0,50,13,4,3,7,2,3,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
15,Ben Smith,0,51,15,2,1,11,2,0,0,0,2,0,0,4,0,0,0,0,0,0,1,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
16,Ash Dixon,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
17,Dan Lienert-Brown,0,9,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
18,Siate Tokolahi,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
19,Shannon Frizell,1,17,7,1,1,4,3,1,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
20,Dillon Hunt,0,4,3,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
21,Aaron Smith,1,9,4,1,1,34,0,0,0,5,1,1,0,4,0,0,0,0,0,0,0,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
22,Bryn Gatland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
23,Sio Tomkinson,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,HIG,Away,chiefs-highlanders-fmg-stadium-waikato-15022019
1,James Slipper,0,7,4,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
2,Folau Fainga'a,1,2,4,0,0,1,0,1,0,5,3,1,0,0,0,0,0,6,6,0,1,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
3,Allan Alaalatoa,1,5,8,0,0,1,0,0,0,5,8,0,1,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
4,Rory Arnold,1,1,7,0,0,3,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
5,Sam Carter,1,3,7,0,0,4,1,1,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
6,Rob Valetini,0,5,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
7,David Pocock,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
8,Lachlan McCaffrey,0,44,6,2,1,2,2,0,0,0,7,0,2,0,0,0,0,0,0,0,2,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
9,Joe Powell,0,0,7,0,0,48,0,1,0,0,10,1,0,2,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
10,Christian Lealiifano,0,24,7,4,2,16,1,2,0,7,4,2,0,8,2,1,0,0,0,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
11,Toni Pulu,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
12,Irae Simone,0,31,7,1,0,5,0,1,0,0,4,1,0,6,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
13,Tevita Kuridrani,0,43,6,2,2,2,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
14,Henry Speight,0,14,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
15,Thomas Banks,0,26,8,0,1,1,0,3,0,0,4,1,0,4,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
16,Josh Mann-Rea,0,1,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,4,5,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
17,Scott Sio,0,2,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
18,Les Leulua'iali'i-Makin,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
19,Blake Enever,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
20,Peter Samu,0,89,8,7,4,4,2,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
21,Matt Lucas,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
22,Wharenui Hawera,0,11,4,0,0,3,0,1,0,0,2,4,0,0,0,0,0,0,0,0,2,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
23,Andy Muirhead,0,38,6,4,2,1,0,2,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,BRU,Home,brumbies-rebels-gio-stadium-15022019
1,Tetera Faulkner,0,2,2,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
2,Anaru Rangi,1,12,5,3,1,1,0,1,0,5,7,1,1,0,0,0,0,7,8,0,0,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
3,Jermaine Ainsley,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
4,Luke Jones,0,6,8,0,0,1,0,1,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
5,Matt Philip,1,20,7,1,2,1,0,2,0,5,11,1,1,0,0,0,0,0,0,1,0,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
6,Angus Cottrell,0,9,2,0,0,1,1,0,0,0,12,1,1,0,0,0,0,0,0,0,1,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
7,Richard Hardwick,0,8,2,0,1,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,1,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
8,Isi Naisarani,0,40,14,1,1,4,2,1,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
9,Will Genia,0,28,6,1,1,60,0,3,3,0,1,2,0,9,0,0,0,0,0,0,0,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
10,Quade Cooper,0,37,8,2,1,14,1,1,0,9,3,3,0,5,3,1,0,1,1,0,1,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
11,Marika Koroibete,0,43,6,0,1,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
12,Bill Meakes,0,33,5,3,1,2,0,1,1,0,7,1,0,1,0,0,0,0,0,0,1,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
13,Tom English,1,35,6,0,1,3,0,1,0,5,4,2,0,0,0,0,0,0,0,0,1,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
14,Jack Maddocks,2,61,7,2,3,1,0,1,0,10,4,2,0,2,0,0,0,0,0,0,0,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
15,Dane Haylett-Petty,0,47,8,1,0,6,1,2,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
16,Robbie Abel,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
17,Matt Gibbon,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
18,Sam Talakai,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
19,Esei Ha'angana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
20,Brad Wilkin,0,8,2,1,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,1,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
21,Robert Leota,0,1,2,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
22,Michael Ruru,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
23,Semisi Tupou,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,REB,Away,brumbies-rebels-gio-stadium-15022019
1,Alex Hodgman,0,24,6,0,1,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,BLU,Home,blues-crusaders-eden-park-16022019
2,James Parsons,0,17,9,0,0,3,1,2,0,0,7,0,0,0,0,0,0,4,6,0,1,0,0,BLU,Home,blues-crusaders-eden-park-16022019
3,Sione Mafileo,0,3,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,BLU,Home,blues-crusaders-eden-park-16022019
4,Patrick Tuipulotu,0,40,9,0,1,5,1,1,1,0,5,0,0,0,0,0,0,0,0,1,1,0,0,BLU,Home,blues-crusaders-eden-park-16022019
5,Joshua Goodhue,0,9,4,0,0,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,BLU,Home,blues-crusaders-eden-park-16022019
6,Tom Robinson,0,26,6,2,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,BLU,Home,blues-crusaders-eden-park-16022019
7,Dalton Papali'i,0,4,2,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,BLU,Home,blues-crusaders-eden-park-16022019
8,Akira Ioane,1,100,20,4,2,5,0,0,0,5,7,1,0,0,0,0,0,0,0,0,2,0,0,BLU,Home,blues-crusaders-eden-park-16022019
9,Jonathan Ruru,0,10,6,0,0,62,1,2,1,0,4,2,0,4,0,0,0,0,0,0,0,0,0,BLU,Home,blues-crusaders-eden-park-16022019
10,Otere Black,0,4,4,1,0,12,0,0,0,5,0,0,0,3,1,1,0,0,0,0,0,0,0,BLU,Home,blues-crusaders-eden-park-16022019
11,Rieko Ioane,0,12,4,2,1,7,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,BLU,Home,blues-crusaders-eden-park-16022019
12,TJ Faiane,0,28,6,2,0,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,BLU,Home,blues-crusaders-eden-park-16022019
13,Ma'a Nonu,0,3,6,4,0,11,1,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,BLU,Home,blues-crusaders-eden-park-16022019
14,Melani Nanai,0,23,8,1,0,2,0,3,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,BLU,Home,blues-crusaders-eden-park-16022019
15,Michael Collins,0,106,15,0,1,8,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,BLU,Home,blues-crusaders-eden-park-16022019
16,Matt Moulds,0,4,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,BLU,Home,blues-crusaders-eden-park-16022019
17,Karl Tu'inukuafe,0,4,4,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,BLU,Home,blues-crusaders-eden-park-16022019
18,Ofa Tuungafasi,1,3,5,2,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,BLU,Home,blues-crusaders-eden-park-16022019
19,Gerard Cowley-Tuioti,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BLU,Home,blues-crusaders-eden-park-16022019
20,Matt Matich,0,3,4,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,BLU,Home,blues-crusaders-eden-park-16022019
21,Augustine Pulu,1,3,2,0,0,12,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,BLU,Home,blues-crusaders-eden-park-16022019
22,Harry Plummer,0,31,2,1,1,5,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,BLU,Home,blues-crusaders-eden-park-16022019
23,Sonny Bill Williams,0,11,4,1,0,2,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,BLU,Home,blues-crusaders-eden-park-16022019
1,Joe Moody,0,14,3,1,0,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,CRU,Away,blues-crusaders-eden-park-16022019
2,Andrew Makalio,0,0,5,0,0,2,0,1,0,0,11,2,0,0,0,0,0,7,8,0,0,0,0,CRU,Away,blues-crusaders-eden-park-16022019
3,Owen Franks,0,0,3,0,0,1,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,CRU,Away,blues-crusaders-eden-park-16022019
4,Scott Barrett,0,1,1,0,0,4,0,0,0,0,18,1,2,0,0,0,0,0,0,1,1,0,0,CRU,Away,blues-crusaders-eden-park-16022019
5,Quinten Strange,0,0,1,0,0,1,0,0,0,0,6,1,1,0,0,0,0,0,0,0,2,0,0,CRU,Away,blues-crusaders-eden-park-16022019
6,Jordan Taufua,0,23,7,0,0,1,0,2,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,CRU,Away,blues-crusaders-eden-park-16022019
7,Matt Todd,0,5,2,0,0,1,0,0,0,0,25,2,2,0,0,0,0,0,0,0,3,0,0,CRU,Away,blues-crusaders-eden-park-16022019
8,Whetu Douglas,0,6,3,0,0,2,0,0,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,CRU,Away,blues-crusaders-eden-park-16022019
9,Bryn Hall,0,4,3,0,0,34,0,1,1,0,9,0,0,2,0,0,0,0,0,0,0,0,0,CRU,Away,blues-crusaders-eden-park-16022019
10,Richie Mo'unga,0,5,5,1,0,8,1,2,0,0,8,5,0,6,0,0,0,0,0,0,0,0,0,CRU,Away,blues-crusaders-eden-park-16022019
11,George Bridge,0,52,3,3,2,1,0,1,1,0,5,1,2,0,0,0,0,0,0,0,0,0,0,CRU,Away,blues-crusaders-eden-park-16022019
12,Ryan Crotty,0,0,0,0,0,7,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,CRU,Away,blues-crusaders-eden-park-16022019
13,Braydon Ennor,0,80,6,8,3,3,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,CRU,Away,blues-crusaders-eden-park-16022019
14,Manasa Mataele,2,32,5,0,2,0,0,1,0,10,3,1,0,0,0,0,0,0,0,0,0,0,0,CRU,Away,blues-crusaders-eden-park-16022019
15,David Havili,0,6,4,2,0,5,0,0,0,0,9,1,0,3,0,0,0,0,0,0,0,0,0,CRU,Away,blues-crusaders-eden-park-16022019
16,Ben Funnell,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,1,0,1,CRU,Away,blues-crusaders-eden-park-16022019
17,Tim Perry,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,CRU,Away,blues-crusaders-eden-park-16022019
18,Michael Alaalatoa,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,CRU,Away,blues-crusaders-eden-park-16022019
19,Luke Romano,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,CRU,Away,blues-crusaders-eden-park-16022019
20,Tom Sanders,0,3,3,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,CRU,Away,blues-crusaders-eden-park-16022019
21,Mitchell Drummond,0,0,1,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,CRU,Away,blues-crusaders-eden-park-16022019
22,Mitch Hunt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRU,Away,blues-crusaders-eden-park-16022019
23,Will Jordan,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CRU,Away,blues-crusaders-eden-park-16022019
1,Harry Johnson-Holmes,0,7,3,0,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
2,Damien Fitzpatrick,0,2,4,0,0,3,0,0,0,0,10,0,0,0,0,0,0,5,5,0,1,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
3,Sekope Kepu,0,10,6,0,0,3,1,1,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
4,Jed Holloway,0,13,7,2,0,1,0,1,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
5,Rob Simmons,0,9,8,0,0,3,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
6,Ned Hanigan,0,3,6,0,0,0,0,2,0,0,8,1,2,0,0,0,0,0,0,0,2,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
7,Michael Hooper,0,8,4,0,0,4,0,0,0,0,13,2,2,0,0,0,0,0,0,0,0,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
8,Jack Dempsey,0,14,4,2,1,5,2,1,0,0,12,1,0,0,0,0,0,0,0,0,2,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
9,Jake Gordon,0,22,3,0,0,72,0,0,0,0,5,0,0,3,0,0,0,0,0,0,1,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
10,Bernard Foley,0,12,8,1,0,19,0,0,0,14,9,3,0,7,1,4,0,0,0,0,0,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
11,Curtis Rona,1,30,4,2,1,2,0,1,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
12,Karmichael Hunt,0,43,10,6,0,5,0,0,0,0,8,4,0,4,0,0,0,0,0,0,0,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
13,Adam Ashley-Cooper,0,9,9,0,0,4,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
14,Alex Newsome,0,22,1,3,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
15,Israel Folau,0,106,12,3,1,8,2,5,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
16,Silatolu Latu,0,3,4,0,0,3,1,1,0,0,2,2,0,0,0,0,0,4,5,0,1,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
17,Rory O'Connor,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
18,Chris Talakai,0,8,2,0,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
19,Lachlan Swinton,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
20,Will Miller,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
21,Mitch Short,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
22,Mack Mason,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
23,Cameron Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAR,Home,nsw-waratahs-hurricanes-brookvale-oval-16022019
